Id,Fecha,Producto,Categoria,Canal,Cantidad,PrecioUnitario,CostoUnitario
784,2022-09-10,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
785,2022-09-10,Laptop Pro,Electrónica,Tienda Física,4,1200,900
786,2022-09-10,Laptop Pro,Electrónica,Tienda Física,3,1200,900
787,2022-09-10,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
788,2022-09-10,Laptop Pro,Electrónica,Tienda Física,1,1200,900
789,2022-09-11,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
790,2022-09-11,Teclado Mecánico,Accesorios,Online,3,100,50
791,2022-09-11,Silla Ergonómica,Mobiliario,Online,4,250,150
792,2022-09-11,Escritorio,Mobiliario,Mayorista,2,400,250
793,2022-09-11,Monitor 27",Electrónica,Tienda Física,4,300,200
794,2022-09-12,Monitor 27",Electrónica,Online,2,300,200
795,2022-09-12,Monitor 27",Electrónica,Mayorista,4,300,200
796,2022-09-12,Escritorio,Mobiliario,Tienda Física,1,400,250
797,2022-09-12,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
798,2022-09-12,Monitor 27",Electrónica,Mayorista,4,300,200
799,2022-09-13,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
800,2022-09-13,Monitor 27",Electrónica,Tienda Física,4,300,200
801,2022-09-13,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
802,2022-09-14,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
803,2022-09-14,Mouse Inalámbrico,Accesorios,Online,3,50,20
804,2022-09-14,Monitor 27",Electrónica,Tienda Física,3,300,200
805,2022-09-14,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
806,2022-09-15,Silla Ergonómica,Mobiliario,Online,2,250,150
807,2022-09-15,Monitor 27",Electrónica,Mayorista,3,300,200
808,2022-09-15,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
809,2022-09-15,Monitor 27",Electrónica,Tienda Física,2,300,200
810,2022-09-15,Monitor 27",Electrónica,Online,2,300,200
811,2022-09-16,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
812,2022-09-17,Monitor 27",Electrónica,Tienda Física,3,300,200
813,2022-09-17,Escritorio,Mobiliario,Mayorista,4,400,250
814,2022-09-17,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
815,2022-09-17,Mouse Inalámbrico,Accesorios,Online,1,50,20
816,2022-09-17,Monitor 27",Electrónica,Online,1,300,200
817,2022-09-18,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
818,2022-09-19,Silla Ergonómica,Mobiliario,Online,1,250,150
819,2022-09-19,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
820,2022-09-19,Monitor 27",Electrónica,Mayorista,4,300,200
821,2022-09-19,Laptop Pro,Electrónica,Mayorista,1,1200,900
822,2022-09-19,Monitor 27",Electrónica,Mayorista,4,300,200
823,2022-09-20,Mouse Inalámbrico,Accesorios,Online,4,50,20
824,2022-09-20,Laptop Pro,Electrónica,Online,4,1200,900
825,2022-09-21,Monitor 27",Electrónica,Online,1,300,200
826,2022-09-21,Escritorio,Mobiliario,Online,3,400,250
827,2022-09-21,Monitor 27",Electrónica,Online,4,300,200
828,2022-09-21,Silla Ergonómica,Mobiliario,Online,2,250,150
829,2022-09-21,Monitor 27",Electrónica,Tienda Física,2,300,200
830,2022-09-22,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
831,2022-09-23,Monitor 27",Electrónica,Online,4,300,200
832,2022-09-23,Escritorio,Mobiliario,Tienda Física,1,400,250
833,2022-09-23,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
834,2022-09-23,Monitor 27",Electrónica,Mayorista,2,300,200
835,2022-09-23,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
836,2022-09-24,Monitor 27",Electrónica,Tienda Física,2,300,200
837,2022-09-24,Teclado Mecánico,Accesorios,Mayorista,3,100,50
838,2022-09-24,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
839,2022-09-24,Teclado Mecánico,Accesorios,Mayorista,4,100,50
840,2022-09-24,Laptop Pro,Electrónica,Tienda Física,1,1200,900
841,2022-09-25,Monitor 27",Electrónica,Mayorista,4,300,200
842,2022-09-25,Laptop Pro,Electrónica,Mayorista,2,1200,900
843,2022-09-26,Teclado Mecánico,Accesorios,Online,1,100,50
844,2022-09-26,Escritorio,Mobiliario,Tienda Física,4,400,250
845,2022-09-26,Escritorio,Mobiliario,Online,3,400,250
846,2022-09-26,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
847,2022-09-26,Mouse Inalámbrico,Accesorios,Online,2,50,20
848,2022-09-27,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
849,2022-09-28,Laptop Pro,Electrónica,Mayorista,3,1200,900
850,2022-09-28,Monitor 27",Electrónica,Online,2,300,200
851,2022-09-28,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
852,2022-09-28,Laptop Pro,Electrónica,Tienda Física,3,1200,900
853,2022-09-28,Monitor 27",Electrónica,Online,2,300,200
854,2022-09-29,Monitor 27",Electrónica,Tienda Física,1,300,200
855,2022-09-29,Laptop Pro,Electrónica,Mayorista,4,1200,900
856,2022-09-29,Silla Ergonómica,Mobiliario,Online,4,250,150
857,2022-09-29,Laptop Pro,Electrónica,Tienda Física,4,1200,900
858,2022-09-30,Laptop Pro,Electrónica,Tienda Física,1,1200,900
859,2022-10-01,Monitor 27",Electrónica,Online,4,300,200
860,2022-10-01,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
861,2022-10-01,Laptop Pro,Electrónica,Tienda Física,2,1200,900
862,2022-10-01,Monitor 27",Electrónica,Mayorista,3,300,200
863,2022-10-02,Monitor 27",Electrónica,Tienda Física,3,300,200
864,2022-10-03,Silla Ergonómica,Mobiliario,Online,3,250,150
865,2022-10-03,Laptop Pro,Electrónica,Tienda Física,4,1200,900
866,2022-10-03,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
867,2022-10-03,Monitor 27",Electrónica,Mayorista,2,300,200
868,2022-10-03,Monitor 27",Electrónica,Online,4,300,200
869,2022-10-04,Escritorio,Mobiliario,Online,4,400,250
870,2022-10-04,Laptop Pro,Electrónica,Mayorista,1,1200,900
871,2022-10-05,Mouse Inalámbrico,Accesorios,Online,3,50,20
872,2022-10-05,Teclado Mecánico,Accesorios,Online,1,100,50
873,2022-10-05,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
874,2022-10-05,Escritorio,Mobiliario,Tienda Física,3,400,250
875,2022-10-05,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
876,2022-10-06,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
877,2022-10-06,Monitor 27",Electrónica,Online,4,300,200
878,2022-10-06,Teclado Mecánico,Accesorios,Mayorista,2,100,50
879,2022-10-07,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
880,2022-10-07,Laptop Pro,Electrónica,Tienda Física,3,1200,900
881,2022-10-07,Teclado Mecánico,Accesorios,Mayorista,4,100,50
882,2022-10-07,Teclado Mecánico,Accesorios,Online,2,100,50
883,2022-10-08,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
884,2022-10-09,Laptop Pro,Electrónica,Mayorista,1,1200,900
885,2022-10-09,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
886,2022-10-09,Monitor 27",Electrónica,Online,2,300,200
887,2022-10-10,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
888,2022-10-10,Silla Ergonómica,Mobiliario,Online,2,250,150
889,2022-10-10,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
890,2022-10-10,Laptop Pro,Electrónica,Online,2,1200,900
891,2022-10-10,Monitor 27",Electrónica,Online,2,300,200
892,2022-10-11,Laptop Pro,Electrónica,Online,3,1200,900
893,2022-10-11,Teclado Mecánico,Accesorios,Mayorista,2,100,50
894,2022-10-12,Escritorio,Mobiliario,Online,2,400,250
895,2022-10-12,Teclado Mecánico,Accesorios,Online,4,100,50
896,2022-10-12,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
897,2022-10-12,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
898,2022-10-12,Escritorio,Mobiliario,Online,1,400,250
899,2022-10-13,Escritorio,Mobiliario,Tienda Física,4,400,250
900,2022-10-13,Monitor 27",Electrónica,Tienda Física,2,300,200
901,2022-10-14,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
902,2022-10-14,Laptop Pro,Electrónica,Tienda Física,4,1200,900
903,2022-10-15,Teclado Mecánico,Accesorios,Mayorista,1,100,50
904,2022-10-15,Silla Ergonómica,Mobiliario,Online,4,250,150
905,2022-10-16,Teclado Mecánico,Accesorios,Mayorista,4,100,50
906,2022-10-16,Escritorio,Mobiliario,Mayorista,2,400,250
907,2022-10-16,Silla Ergonómica,Mobiliario,Online,4,250,150
908,2022-10-17,Escritorio,Mobiliario,Online,2,400,250
909,2022-10-17,Teclado Mecánico,Accesorios,Mayorista,4,100,50
910,2022-10-17,Mouse Inalámbrico,Accesorios,Online,1,50,20
911,2022-10-17,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
912,2022-10-17,Laptop Pro,Electrónica,Mayorista,3,1200,900
913,2022-10-18,Monitor 27",Electrónica,Tienda Física,1,300,200
914,2022-10-18,Escritorio,Mobiliario,Online,3,400,250
915,2022-10-19,Teclado Mecánico,Accesorios,Online,2,100,50
916,2022-10-19,Laptop Pro,Electrónica,Mayorista,3,1200,900
917,2022-10-20,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
918,2022-10-20,Monitor 27",Electrónica,Tienda Física,3,300,200
919,2022-10-21,Laptop Pro,Electrónica,Online,3,1200,900
920,2022-10-21,Laptop Pro,Electrónica,Mayorista,1,1200,900
921,2022-10-21,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
922,2022-10-21,Escritorio,Mobiliario,Online,2,400,250
923,2022-10-21,Escritorio,Mobiliario,Tienda Física,4,400,250
924,2022-10-22,Teclado Mecánico,Accesorios,Mayorista,1,100,50
925,2022-10-22,Monitor 27",Electrónica,Online,4,300,200
926,2022-10-22,Monitor 27",Electrónica,Online,2,300,200
927,2022-10-22,Escritorio,Mobiliario,Online,1,400,250
928,2022-10-22,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
929,2022-10-23,Mouse Inalámbrico,Accesorios,Online,3,50,20
930,2022-10-24,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
931,2022-10-24,Mouse Inalámbrico,Accesorios,Online,2,50,20
932,2022-10-25,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
933,2022-10-25,Monitor 27",Electrónica,Online,2,300,200
934,2022-10-25,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
935,2022-10-25,Laptop Pro,Electrónica,Mayorista,1,1200,900
936,2022-10-26,Monitor 27",Electrónica,Tienda Física,3,300,200
937,2022-10-26,Monitor 27",Electrónica,Online,4,300,200
938,2022-10-26,Monitor 27",Electrónica,Mayorista,4,300,200
939,2022-10-26,Laptop Pro,Electrónica,Mayorista,1,1200,900
940,2022-10-27,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
941,2022-10-27,Teclado Mecánico,Accesorios,Online,4,100,50
942,2022-10-28,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
943,2022-10-29,Laptop Pro,Electrónica,Online,1,1200,900
944,2022-10-29,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
945,2022-10-29,Laptop Pro,Electrónica,Mayorista,3,1200,900
946,2022-10-29,Laptop Pro,Electrónica,Online,4,1200,900
947,2022-10-29,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
948,2022-10-30,Mouse Inalámbrico,Accesorios,Online,1,50,20
949,2022-10-30,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
950,2022-10-30,Laptop Pro,Electrónica,Online,2,1200,900
951,2022-10-31,Escritorio,Mobiliario,Mayorista,3,400,250
952,2022-10-31,Escritorio,Mobiliario,Mayorista,3,400,250
953,2022-10-31,Mouse Inalámbrico,Accesorios,Online,3,50,20
954,2022-10-31,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
955,2022-11-01,Monitor 27",Electrónica,Mayorista,2,300,200
956,2022-11-01,Monitor 27",Electrónica,Online,4,300,200
957,2022-11-01,Teclado Mecánico,Accesorios,Mayorista,1,100,50
958,2022-11-01,Monitor 27",Electrónica,Tienda Física,4,300,200
959,2022-11-01,Escritorio,Mobiliario,Tienda Física,1,400,250
960,2022-11-01,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
961,2022-11-01,Escritorio,Mobiliario,Tienda Física,1,400,250
962,2022-11-01,Teclado Mecánico,Accesorios,Mayorista,2,100,50
963,2022-11-02,Laptop Pro,Electrónica,Tienda Física,4,1200,900
964,2022-11-02,Escritorio,Mobiliario,Mayorista,1,400,250
965,2022-11-02,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
966,2022-11-02,Monitor 27",Electrónica,Online,3,300,200
967,2022-11-02,Laptop Pro,Electrónica,Mayorista,4,1200,900
968,2022-11-02,Monitor 27",Electrónica,Tienda Física,2,300,200
969,2022-11-02,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
970,2022-11-02,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
971,2022-11-03,Laptop Pro,Electrónica,Tienda Física,3,1200,900
972,2022-11-03,Laptop Pro,Electrónica,Online,2,1200,900
973,2022-11-04,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
974,2022-11-04,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
975,2022-11-04,Monitor 27",Electrónica,Tienda Física,1,300,200
976,2022-11-04,Monitor 27",Electrónica,Online,4,300,200
977,2022-11-04,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
978,2022-11-04,Teclado Mecánico,Accesorios,Mayorista,1,100,50
979,2022-11-05,Mouse Inalámbrico,Accesorios,Online,1,50,20
980,2022-11-05,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
981,2022-11-05,Escritorio,Mobiliario,Mayorista,3,400,250
982,2022-11-05,Laptop Pro,Electrónica,Mayorista,2,1200,900
983,2022-11-05,Teclado Mecánico,Accesorios,Online,2,100,50
984,2022-11-05,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
985,2022-11-05,Monitor 27",Electrónica,Tienda Física,4,300,200
986,2022-11-05,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
987,2022-11-06,Teclado Mecánico,Accesorios,Mayorista,4,100,50
988,2022-11-06,Teclado Mecánico,Accesorios,Mayorista,1,100,50
989,2022-11-06,Silla Ergonómica,Mobiliario,Online,2,250,150
990,2022-11-06,Mouse Inalámbrico,Accesorios,Online,2,50,20
991,2022-11-06,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
992,2022-11-06,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
993,2022-11-06,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
994,2022-11-06,Silla Ergonómica,Mobiliario,Online,4,250,150
995,2022-11-07,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
996,2022-11-07,Monitor 27",Electrónica,Online,3,300,200
997,2022-11-07,Silla Ergonómica,Mobiliario,Online,2,250,150
998,2022-11-07,Silla Ergonómica,Mobiliario,Online,1,250,150
999,2022-11-07,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1000,2022-11-07,Escritorio,Mobiliario,Mayorista,1,400,250
1001,2022-11-08,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
1002,2022-11-08,Mouse Inalámbrico,Accesorios,Online,1,50,20
1003,2022-11-08,Monitor 27",Electrónica,Online,4,300,200
1004,2022-11-08,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1005,2022-11-08,Laptop Pro,Electrónica,Mayorista,4,1200,900
1006,2022-11-08,Monitor 27",Electrónica,Mayorista,3,300,200
1007,2022-11-08,Laptop Pro,Electrónica,Online,1,1200,900
1008,2022-11-08,Teclado Mecánico,Accesorios,Mayorista,3,100,50
1009,2022-11-08,Teclado Mecánico,Accesorios,Mayorista,4,100,50
1010,2022-11-08,Laptop Pro,Electrónica,Online,1,1200,900
1011,2022-11-09,Mouse Inalámbrico,Accesorios,Online,2,50,20
1012,2022-11-09,Laptop Pro,Electrónica,Online,3,1200,900
1013,2022-11-09,Mouse Inalámbrico,Accesorios,Online,3,50,20
1014,2022-11-09,Escritorio,Mobiliario,Tienda Física,1,400,250
1015,2022-11-10,Escritorio,Mobiliario,Tienda Física,3,400,250
1016,2022-11-10,Silla Ergonómica,Mobiliario,Online,1,250,150
1017,2022-11-10,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1018,2022-11-10,Escritorio,Mobiliario,Tienda Física,1,400,250
1019,2022-11-10,Escritorio,Mobiliario,Online,2,400,250
1020,2022-11-10,Teclado Mecánico,Accesorios,Online,4,100,50
1021,2022-11-11,Escritorio,Mobiliario,Mayorista,1,400,250
1022,2022-11-11,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
1023,2022-11-12,Escritorio,Mobiliario,Mayorista,3,400,250
1024,2022-11-12,Teclado Mecánico,Accesorios,Mayorista,2,100,50
1025,2022-11-12,Laptop Pro,Electrónica,Mayorista,1,1200,900
1026,2022-11-12,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1027,2022-11-13,Laptop Pro,Electrónica,Mayorista,4,1200,900
1028,2022-11-13,Teclado Mecánico,Accesorios,Mayorista,3,100,50
1029,2022-11-13,Escritorio,Mobiliario,Tienda Física,4,400,250
1030,2022-11-13,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
1031,2022-11-14,Teclado Mecánico,Accesorios,Online,1,100,50
1032,2022-11-14,Silla Ergonómica,Mobiliario,Online,3,250,150
1033,2022-11-14,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1034,2022-11-14,Laptop Pro,Electrónica,Online,3,1200,900
1035,2022-11-14,Escritorio,Mobiliario,Online,2,400,250
1036,2022-11-14,Silla Ergonómica,Mobiliario,Online,1,250,150
1037,2022-11-15,Laptop Pro,Electrónica,Tienda Física,4,1200,900
1038,2022-11-15,Escritorio,Mobiliario,Online,3,400,250
1039,2022-11-15,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
1040,2022-11-15,Laptop Pro,Electrónica,Tienda Física,2,1200,900
1041,2022-11-15,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
1042,2022-11-15,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1043,2022-11-16,Escritorio,Mobiliario,Mayorista,4,400,250
1044,2022-11-16,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
1045,2022-11-16,Escritorio,Mobiliario,Online,4,400,250
1046,2022-11-16,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
1047,2022-11-16,Monitor 27",Electrónica,Tienda Física,3,300,200
1048,2022-11-16,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
1049,2022-11-16,Monitor 27",Electrónica,Tienda Física,3,300,200
1050,2022-11-16,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1051,2022-11-17,Monitor 27",Electrónica,Mayorista,2,300,200
1052,2022-11-17,Laptop Pro,Electrónica,Mayorista,3,1200,900
1053,2022-11-17,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
1054,2022-11-17,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1055,2022-11-17,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1056,2022-11-17,Escritorio,Mobiliario,Tienda Física,2,400,250
1057,2022-11-18,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
1058,2022-11-18,Mouse Inalámbrico,Accesorios,Online,2,50,20
1059,2022-11-18,Laptop Pro,Electrónica,Online,3,1200,900
1060,2022-11-18,Monitor 27",Electrónica,Tienda Física,4,300,200
1061,2022-11-18,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1062,2022-11-18,Laptop Pro,Electrónica,Online,4,1200,900
1063,2022-11-18,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
1064,2022-11-18,Monitor 27",Electrónica,Online,1,300,200
1065,2022-11-19,Laptop Pro,Electrónica,Mayorista,1,1200,900
1066,2022-11-19,Laptop Pro,Electrónica,Tienda Física,3,1200,900
1067,2022-11-20,Escritorio,Mobiliario,Tienda Física,2,400,250
1068,2022-11-20,Laptop Pro,Electrónica,Online,2,1200,900
1069,2022-11-20,Escritorio,Mobiliario,Tienda Física,4,400,250
1070,2022-11-20,Laptop Pro,Electrónica,Online,1,1200,900
1071,2022-11-20,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
1072,2022-11-20,Laptop Pro,Electrónica,Online,3,1200,900
1073,2022-11-20,Silla Ergonómica,Mobiliario,Online,4,250,150
1074,2022-11-20,Monitor 27",Electrónica,Tienda Física,4,300,200
1075,2022-11-20,Silla Ergonómica,Mobiliario,Online,1,250,150
1076,2022-11-20,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
1077,2022-11-21,Laptop Pro,Electrónica,Mayorista,4,1200,900
1078,2022-11-21,Monitor 27",Electrónica,Mayorista,4,300,200
1079,2022-11-21,Mouse Inalámbrico,Accesorios,Online,4,50,20
1080,2022-11-21,Monitor 27",Electrónica,Mayorista,4,300,200
1081,2022-11-21,Escritorio,Mobiliario,Tienda Física,1,400,250
1082,2022-11-21,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
1083,2022-11-22,Silla Ergonómica,Mobiliario,Online,2,250,150
1084,2022-11-22,Teclado Mecánico,Accesorios,Mayorista,3,100,50
1085,2022-11-23,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
1086,2022-11-23,Monitor 27",Electrónica,Tienda Física,3,300,200
1087,2022-11-23,Laptop Pro,Electrónica,Mayorista,1,1200,900
1088,2022-11-23,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1089,2022-11-23,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1090,2022-11-23,Monitor 27",Electrónica,Tienda Física,2,300,200
1091,2022-11-23,Silla Ergonómica,Mobiliario,Online,4,250,150
1092,2022-11-23,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
1093,2022-11-23,Escritorio,Mobiliario,Tienda Física,3,400,250
1094,2022-11-23,Escritorio,Mobiliario,Online,1,400,250
1095,2022-11-24,Monitor 27",Electrónica,Tienda Física,1,300,200
1096,2022-11-24,Escritorio,Mobiliario,Mayorista,2,400,250
1097,2022-11-24,Teclado Mecánico,Accesorios,Mayorista,1,100,50
1098,2022-11-24,Mouse Inalámbrico,Accesorios,Online,4,50,20
1099,2022-11-24,Monitor 27",Electrónica,Online,1,300,200
1100,2022-11-24,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
1101,2022-11-25,Escritorio,Mobiliario,Online,2,400,250
1102,2022-11-25,Escritorio,Mobiliario,Online,4,400,250
1103,2022-11-25,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1104,2022-11-25,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
1105,2022-11-25,Escritorio,Mobiliario,Mayorista,2,400,250
1106,2022-11-25,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
1107,2022-11-25,Laptop Pro,Electrónica,Mayorista,1,1200,900
1108,2022-11-25,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
1109,2022-11-25,Laptop Pro,Electrónica,Tienda Física,2,1200,900
1110,2022-11-25,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
1111,2022-11-26,Teclado Mecánico,Accesorios,Online,4,100,50
1112,2022-11-26,Teclado Mecánico,Accesorios,Mayorista,3,100,50
1113,2022-11-26,Mouse Inalámbrico,Accesorios,Online,2,50,20
1114,2022-11-26,Escritorio,Mobiliario,Tienda Física,2,400,250
1115,2022-11-26,Escritorio,Mobiliario,Online,4,400,250
1116,2022-11-26,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
1117,2022-11-27,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1118,2022-11-27,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
1119,2022-11-27,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1120,2022-11-27,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1121,2022-11-27,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
1122,2022-11-27,Laptop Pro,Electrónica,Online,3,1200,900
1123,2022-11-27,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
1124,2022-11-27,Escritorio,Mobiliario,Online,1,400,250
1125,2022-11-28,Monitor 27",Electrónica,Online,2,300,200
1126,2022-11-28,Laptop Pro,Electrónica,Mayorista,2,1200,900
1127,2022-11-28,Escritorio,Mobiliario,Tienda Física,1,400,250
1128,2022-11-28,Monitor 27",Electrónica,Tienda Física,3,300,200
1129,2022-11-28,Escritorio,Mobiliario,Tienda Física,4,400,250
1130,2022-11-28,Escritorio,Mobiliario,Tienda Física,2,400,250
1131,2022-11-29,Escritorio,Mobiliario,Tienda Física,4,400,250
1132,2022-11-29,Monitor 27",Electrónica,Mayorista,2,300,200
1133,2022-11-29,Laptop Pro,Electrónica,Online,2,1200,900
1134,2022-11-29,Monitor 27",Electrónica,Online,1,300,200
1135,2022-11-29,Laptop Pro,Electrónica,Mayorista,4,1200,900
1136,2022-11-29,Silla Ergonómica,Mobiliario,Online,3,250,150
1137,2022-11-29,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
1138,2022-11-29,Laptop Pro,Electrónica,Tienda Física,3,1200,900
1139,2022-11-29,Escritorio,Mobiliario,Tienda Física,4,400,250
1140,2022-11-29,Escritorio,Mobiliario,Online,4,400,250
1141,2022-11-30,Mouse Inalámbrico,Accesorios,Online,2,50,20
1142,2022-11-30,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
1143,2022-12-01,Laptop Pro,Electrónica,Mayorista,1,1200,900
1144,2022-12-01,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
1145,2022-12-02,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
1146,2022-12-02,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
1147,2022-12-02,Monitor 27",Electrónica,Tienda Física,2,300,200
1148,2022-12-02,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
1149,2022-12-02,Escritorio,Mobiliario,Online,4,400,250
1150,2022-12-02,Mouse Inalámbrico,Accesorios,Online,3,50,20
1151,2022-12-03,Monitor 27",Electrónica,Online,2,300,200
1152,2022-12-03,Mouse Inalámbrico,Accesorios,Online,4,50,20
1153,2022-12-04,Escritorio,Mobiliario,Mayorista,1,400,250
1154,2022-12-04,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
1155,2022-12-05,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1156,2022-12-05,Silla Ergonómica,Mobiliario,Online,4,250,150
1157,2022-12-05,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1158,2022-12-05,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
1159,2022-12-05,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
1160,2022-12-05,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
1161,2022-12-05,Monitor 27",Electrónica,Online,3,300,200
1162,2022-12-05,Escritorio,Mobiliario,Tienda Física,3,400,250
1163,2022-12-05,Laptop Pro,Electrónica,Online,3,1200,900
1164,2022-12-05,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
1165,2022-12-06,Laptop Pro,Electrónica,Mayorista,1,1200,900
1166,2022-12-06,Escritorio,Mobiliario,Online,2,400,250
1167,2022-12-06,Teclado Mecánico,Accesorios,Online,3,100,50
1168,2022-12-06,Teclado Mecánico,Accesorios,Mayorista,1,100,50
